% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	1	2	1	3	593	1532445	593	1532445	0.00566347	0.00297645	0.00224286	0.0180286	2584.22	1754.65	108	12964	
0	0.25	1	3	2	3	566	1531920	566	1531920	0.00276506	0.00011581	0.0026	0.00295714	2706.57	1833.13	228	8057	
0	0.25	3	4	1	3	341	1532286	341	1532286	0.0036157	0.00163014	0.00295714	0.00802856	4493.51	1051.04	111	8057	
0	0.25	3	5	2	3	206	1531985	206	1531985	0.00289784	0.000355678	0.00281428	0.00795714	7436.82	1610.37	111	8057	
0	0.25	3	6	3	3	252	1532087	252	1532087	0.00276326	6.07274e-05	0.00267142	0.00295714	6079.71	2105.72	111	8057	
0	0.25	3	7	4	3	292	1532178	292	1532178	0.00268365	9.12996e-05	0.00252857	0.00288571	5247.18	1955.53	111	8057	
0	0.25	3	8	5	3	363	1532294	363	1532294	0.00410944	0.00249374	0.00245714	0.0130286	4221.2	1821.4	111	12088	
0	0.25	3	9	6	3	544	1532692	542	1527221	0.00483326	0.00350487	0.00245714	0.0180286	2817.75	1423.09	111	4027	
0	0.25	3	10	7	3	455	1532271	455	1532271	0.00295714	0	0.00295714	0.00295714	3367.63	1003.7	111	4027	
0	0.25	3	11	8	3	456	1532282	456	1532282	0.00296387	0.000630617	0.00267142	0.00802856	3360.27	971.476	64	4027	
0	0.25	3	12	9	3	877	1533489	877	1533489	0.00447799	0.00284438	0.00238571	0.0130286	1748.56	2287.68	111	16819	
0	0.25	3	13	10	3	465	1532334	465	1532334	0.00393886	0.00221697	0.00245714	0.00802856	3295.34	818.342	111	4027	
0	0.25	1	14	3	3	566	1531922	566	1531922	0.00294868	0.00118304	0.00252857	0.00802856	2706.58	1831.91	228	8057	
0	0.25	3	15	11	3	552	1532655	552	1532655	0.00328271	0.00185306	0.00238571	0.0130286	2776.55	633.572	111	4027	
0	0.25	1	16	4	3	566	1531927	566	1531927	0.00273503	0.000927871	0.00245714	0.0130286	2706.58	1840.81	228	8057	
0	0.25	1	17	5	3	567	1532184	567	1532184	0.00390045	0.00256831	0.00231428	0.0130286	2702.26	1282.33	111	7445	
0	0.25	1	18	6	3	566	1532081	566	1532081	0.00321938	0.00207324	0.00231428	0.0130286	2706.86	1605.19	111	9854	
0	0.25	3	19	12	3	459	1532353	459	1532353	0.00342975	0.0021502	0.00238571	0.0130286	3338.46	982.577	111	4027	
0	0.25	1	20	7	3	566	1532206	566	1532206	0.00326014	0.00222217	0.00224286	0.0130286	2707.08	1658.29	111	11167	
0	0.25	3	21	18	3	455	1532273	455	1532273	0.00256483	0.000445614	0.00252857	0.00802856	3367.63	1002.75	111	4027	
0	0.25	3	22	19	3	853	1533471	853	1533471	0.0045907	0.0031531	0.00231428	0.0180286	1797.74	1718.06	111	10511	
0	0.25	3	23	20	3	455	1532271	455	1532271	0.00238571	0	0.00238571	0.00238571	3367.63	1003.7	111	4027	
0	0.25	3	24	21	3	455	1532271	455	1532271	0.0023394	0.000378436	0.00231428	0.00802856	3367.63	997.465	111	4027	
0	0.25	3	25	22	3	821	1533339	804	1501992	0.00449117	0.00387467	0.00224286	0.0180286	1868.15	1393.32	111	7005	
